Date,Stock,Close
,,DRREDDY.NS
2015-01-01,DRREDDY.NS,499.8936767578125
2015-01-02,DRREDDY.NS,501.5909729003906
2015-01-05,DRREDDY.NS,490.2244567871094
2015-01-06,DRREDDY.NS,477.3241882324219
2015-01-07,DRREDDY.NS,473.2214050292969
2015-01-08,DRREDDY.NS,477.4408874511719
2015-01-09,DRREDDY.NS,492.622314453125
2015-01-12,DRREDDY.NS,499.3876953125
2015-01-13,DRREDDY.NS,501.8945617675781
2015-01-14,DRREDDY.NS,499.5434265136719
2015-01-15,DRREDDY.NS,504.5726623535156
2015-01-16,DRREDDY.NS,511.6183776855469
2015-01-19,DRREDDY.NS,517.55078125
2015-01-20,DRREDDY.NS,514.7947387695312
2015-01-21,DRREDDY.NS,519.4114379882812
2015-01-22,DRREDDY.NS,523.3665161132812
2015-01-23,DRREDDY.NS,521.552490234375
2015-01-27,DRREDDY.NS,500.18951416015625
2015-01-28,DRREDDY.NS,504.339111328125
2015-01-29,DRREDDY.NS,523.6856079101562
2015-01-30,DRREDDY.NS,503.4361572265625
2015-02-02,DRREDDY.NS,488.7763977050781
2015-02-03,DRREDDY.NS,480.6874694824219
2015-02-04,DRREDDY.NS,482.20556640625
2015-02-05,DRREDDY.NS,478.33624267578125
2015-02-06,DRREDDY.NS,474.0154113769531
2015-02-09,DRREDDY.NS,482.54815673828125
2015-02-10,DRREDDY.NS,487.4372253417969
2015-02-11,DRREDDY.NS,490.84722900390625
2015-02-12,DRREDDY.NS,518.6873779296875
2015-02-13,DRREDDY.NS,520.6726684570312
2015-02-16,DRREDDY.NS,521.8093872070312
2015-02-18,DRREDDY.NS,522.2763671875
2015-02-19,DRREDDY.NS,526.7374877929688
2015-02-20,DRREDDY.NS,530.0072631835938
2015-02-23,DRREDDY.NS,527.8117065429688
2015-02-24,DRREDDY.NS,523.1328125
2015-02-25,DRREDDY.NS,510.61407470703125
2015-02-26,DRREDDY.NS,506.38665771484375
2015-02-27,DRREDDY.NS,510.4116516113281
2015-03-02,DRREDDY.NS,527.3214111328125
2015-03-03,DRREDDY.NS,530.6300659179688
2015-03-04,DRREDDY.NS,527.9132080078125
2015-03-05,DRREDDY.NS,535.86181640625
2015-03-09,DRREDDY.NS,539.9179077148438
2015-03-10,DRREDDY.NS,535.2078857421875
2015-03-11,DRREDDY.NS,539.9879760742188
2015-03-12,DRREDDY.NS,534.5071411132812
2015-03-13,DRREDDY.NS,525.7486572265625
2015-03-16,DRREDDY.NS,515.8536376953125
2015-03-17,DRREDDY.NS,535.231201171875
2015-03-18,DRREDDY.NS,533.6118774414062
2015-03-19,DRREDDY.NS,533.2459106445312
2015-03-20,DRREDDY.NS,533.5418090820312
2015-03-23,DRREDDY.NS,538.5320434570312
