Date,Stock,Close
,,SBIN.NS
2015-01-01,SBIN.NS,285.5004577636719
2015-01-02,SBIN.NS,286.6369934082031
2015-01-05,SBIN.NS,284.3638916015625
2015-01-06,SBIN.NS,272.6801452636719
2015-01-07,SBIN.NS,272.90753173828125
2015-01-08,SBIN.NS,277.180908203125
2015-01-09,SBIN.NS,275.6806640625
2015-01-12,SBIN.NS,279.22674560546875
2015-01-13,SBIN.NS,277.4082336425781
2015-01-14,SBIN.NS,277.0445251464844
2015-01-15,SBIN.NS,291.2286071777344
2015-01-16,SBIN.NS,286.81884765625
2015-01-19,SBIN.NS,284.7275695800781
2015-01-20,SBIN.NS,289.2737731933594
2015-01-21,SBIN.NS,296.5931091308594
2015-01-22,SBIN.NS,295.1838073730469
2015-01-23,SBIN.NS,297.72967529296875
2015-01-27,SBIN.NS,300.0937194824219
2015-01-28,SBIN.NS,304.230712890625
2015-01-29,SBIN.NS,297.3204650878906
2015-01-30,SBIN.NS,280.9088134765625
2015-02-02,SBIN.NS,279.59039306640625
2015-02-03,SBIN.NS,273.04388427734375
2015-02-04,SBIN.NS,266.4518737792969
2015-02-05,SBIN.NS,264.4061279296875
2015-02-06,SBIN.NS,263.95147705078125
2015-02-09,SBIN.NS,254.1317596435547
2015-02-10,SBIN.NS,261.2237854003906
2015-02-11,SBIN.NS,259.996337890625
2015-02-12,SBIN.NS,258.4960632324219
2015-02-13,SBIN.NS,279.0903015136719
2015-02-16,SBIN.NS,278.8630065917969
2015-02-18,SBIN.NS,277.9538269042969
2015-02-19,SBIN.NS,274.9078063964844
2015-02-20,SBIN.NS,274.8623046875
2015-02-23,SBIN.NS,269.6342468261719
2015-02-24,SBIN.NS,269.3614807128906
2015-02-25,SBIN.NS,268.7250061035156
2015-02-26,SBIN.NS,263.1331481933594
2015-02-27,SBIN.NS,272.6801452636719
2015-03-02,SBIN.NS,274.589599609375
2015-03-03,SBIN.NS,275.1351623535156
2015-03-04,SBIN.NS,267.1792907714844
2015-03-05,SBIN.NS,267.1338195800781
2015-03-09,SBIN.NS,264.26971435546875
2015-03-10,SBIN.NS,261.49658203125
2015-03-11,SBIN.NS,259.2689514160156
2015-03-12,SBIN.NS,260.81463623046875
2015-03-13,SBIN.NS,255.26829528808594
2015-03-16,SBIN.NS,256.0865783691406
2015-03-17,SBIN.NS,257.405029296875
2015-03-18,SBIN.NS,261.2237854003906
2015-03-19,SBIN.NS,256.0411376953125
2015-03-20,SBIN.NS,252.99520874023438
2015-03-23,SBIN.NS,249.81289672851562
2015-03-24,SBIN.NS,245.9940643310547
2015-03-25,SBIN.NS,241.3115234375
2015-03-26,SBIN.NS,233.35568237304688
2015-03-27,SBIN.NS,239.67489624023438
2015-03-30,SBIN.NS,243.5845947265625
2015-03-31,SBIN.NS,242.8117218017578
2015-04-01,SBIN.NS,248.630859375
2015-04-06,SBIN.NS,249.72193908691406
2015-04-07,SBIN.NS,247.35791015625
2015-04-08,SBIN.NS,249.0399932861328
2015-04-09,SBIN.NS,255.3592071533203
2015-04-10,SBIN.NS,259.8144836425781
2015-04-13,SBIN.NS,260.31451416015625
2015-04-15,SBIN.NS,263.6787414550781
2015-04-16,SBIN.NS,265.86090087890625
2015-04-17,SBIN.NS,265.2698669433594
2015-04-20,SBIN.NS,261.5419921875
2015-04-21,SBIN.NS,262.9513244628906
2015-04-22,SBIN.NS,258.0869445800781
2015-04-23,SBIN.NS,252.4496307373047
2015-04-24,SBIN.NS,250.54026794433594
2015-04-27,SBIN.NS,242.8117218017578
2015-04-28,SBIN.NS,247.7670440673828
2015-04-29,SBIN.NS,247.2215576171875
2015-04-30,SBIN.NS,245.2667236328125
2015-05-04,SBIN.NS,251.99505615234375
2015-05-05,SBIN.NS,247.35791015625
2015-05-06,SBIN.NS,241.3115234375
2015-05-07,SBIN.NS,237.26539611816406
2015-05-08,SBIN.NS,238.17465209960938
2015-05-11,SBIN.NS,250.994873046875
2015-05-12,SBIN.NS,243.12997436523438
2015-05-13,SBIN.NS,249.40371704101562
2015-05-14,SBIN.NS,255.45013427734375
2015-05-15,SBIN.NS,261.3601989746094
2015-05-18,SBIN.NS,263.451416015625
2015-05-19,SBIN.NS,262.2694091796875
2015-05-20,SBIN.NS,266.04278564453125
2015-05-21,SBIN.NS,263.90606689453125
2015-05-22,SBIN.NS,256.81402587890625
2015-05-25,SBIN.NS,252.4496307373047
2015-05-26,SBIN.NS,251.99505615234375
2015-05-27,SBIN.NS,255.26829528808594
2015-05-28,SBIN.NS,255.590576171875
2015-05-29,SBIN.NS,256.096923828125
2015-06-01,SBIN.NS,256.1429748535156
2015-06-02,SBIN.NS,245.1404571533203
2015-06-03,SBIN.NS,236.99209594726562
2015-06-04,SBIN.NS,237.17623901367188
2015-06-05,SBIN.NS,237.36036682128906
2015-06-08,SBIN.NS,234.736328125
2015-06-09,SBIN.NS,237.17623901367188
2015-06-10,SBIN.NS,239.9384002685547
2015-06-11,SBIN.NS,233.86167907714844
2015-06-12,SBIN.NS,233.8156280517578
2015-06-15,SBIN.NS,230.40899658203125
2015-06-16,SBIN.NS,234.4141082763672
2015-06-17,SBIN.NS,234.8744659423828
2015-06-18,SBIN.NS,237.63658142089844
2015-06-19,SBIN.NS,239.5240478515625
2015-06-22,SBIN.NS,244.9102783203125
2015-06-23,SBIN.NS,246.52149963378906
2015-06-24,SBIN.NS,241.54966735839844
2015-06-25,SBIN.NS,243.8053741455078
2015-06-26,SBIN.NS,244.17369079589844
2015-06-29,SBIN.NS,239.06370544433594
2015-06-30,SBIN.NS,241.9179229736328
2015-07-01,SBIN.NS,246.52149963378906
2015-07-02,SBIN.NS,246.61355590820312
2015-07-03,SBIN.NS,248.04066467285156
2015-07-06,SBIN.NS,249.32965087890625
2015-07-07,SBIN.NS,251.26318359375
2015-07-08,SBIN.NS,246.15321350097656
2015-07-09,SBIN.NS,246.52149963378906
2015-07-10,SBIN.NS,249.0994873046875
2015-07-13,SBIN.NS,251.99978637695312
2015-07-14,SBIN.NS,246.9358367919922
2015-07-15,SBIN.NS,246.7977294921875
2015-07-16,SBIN.NS,250.61866760253906
2015-07-17,SBIN.NS,249.60592651367188
2015-07-20,SBIN.NS,246.24530029296875
2015-07-21,SBIN.NS,243.3450164794922
2015-07-22,SBIN.NS,247.25807189941406
2015-07-23,SBIN.NS,248.63914489746094
2015-07-24,SBIN.NS,242.37828063964844
2015-07-27,SBIN.NS,237.9588623046875
2015-07-28,SBIN.NS,238.64939880371094
2015-07-29,SBIN.NS,233.49337768554688
2015-07-30,SBIN.NS,236.43966674804688
2015-07-31,SBIN.NS,248.63914489746094
2015-08-03,SBIN.NS,258.76702880859375
2015-08-04,SBIN.NS,265.7184143066406
2015-08-05,SBIN.NS,262.7721252441406
2015-08-06,SBIN.NS,266.1327209472656
2015-08-07,SBIN.NS,258.9971923828125
2015-08-10,SBIN.NS,260.3322448730469
2015-08-11,SBIN.NS,247.48825073242188
2015-08-12,SBIN.NS,236.0253448486328
2015-08-13,SBIN.NS,238.741455078125
2015-08-14,SBIN.NS,247.21205139160156
2015-08-17,SBIN.NS,257.5700988769531
2015-08-18,SBIN.NS,262.2196960449219
2015-08-19,SBIN.NS,255.9588165283203
2015-08-20,SBIN.NS,249.0994873046875
2015-08-21,SBIN.NS,246.2913055419922
2015-08-24,SBIN.NS,225.94349670410156
2015-08-25,SBIN.NS,233.26321411132812
2015-08-26,SBIN.NS,226.2197265625
2015-08-27,SBIN.NS,229.67242431640625
2015-08-28,SBIN.NS,229.21206665039062
2015-08-31,SBIN.NS,227.73890686035156
2015-09-01,SBIN.NS,220.1430206298828
2015-09-02,SBIN.NS,212.27090454101562
2015-09-03,SBIN.NS,213.8361053466797
2015-09-04,SBIN.NS,207.2990264892578
2015-09-07,SBIN.NS,203.5701446533203
2015-09-08,SBIN.NS,210.24533081054688
2015-09-09,SBIN.NS,213.28367614746094
2015-09-10,SBIN.NS,209.41668701171875
2015-09-11,SBIN.NS,211.85658264160156
2015-09-14,SBIN.NS,216.5982666015625
2015-09-15,SBIN.NS,214.43458557128906
2015-09-16,SBIN.NS,218.0253448486328
2015-09-18,SBIN.NS,222.81307983398438
2015-09-21,SBIN.NS,225.80540466308594
2015-09-22,SBIN.NS,219.08416748046875
2015-09-23,SBIN.NS,220.83355712890625
2015-09-24,SBIN.NS,220.09695434570312
2015-09-28,SBIN.NS,220.46527099609375
2015-09-29,SBIN.NS,222.7209930419922
2015-09-30,SBIN.NS,218.34762573242188
2015-10-01,SBIN.NS,216.50619506835938
2015-10-05,SBIN.NS,220.9716339111328
2015-10-06,SBIN.NS,221.06373596191406
2015-10-07,SBIN.NS,224.24021911621094
2015-10-08,SBIN.NS,224.010009765625
2015-10-09,SBIN.NS,224.14810180664062
2015-10-12,SBIN.NS,225.16091918945312
2015-10-13,SBIN.NS,224.47036743164062
2015-10-14,SBIN.NS,224.8846893310547
2015-10-15,SBIN.NS,229.21206665039062
2015-10-16,SBIN.NS,236.43966674804688
2015-10-19,SBIN.NS,234.322021484375
2015-10-20,SBIN.NS,234.644287109375
2015-10-21,SBIN.NS,229.99465942382812
2015-10-23,SBIN.NS,233.30921936035156
2015-10-26,SBIN.NS,231.32968139648438
2015-10-27,SBIN.NS,229.07394409179688
2015-10-28,SBIN.NS,222.859130859375
2015-10-29,SBIN.NS,218.16348266601562
2015-10-30,SBIN.NS,218.2555389404297
2015-11-02,SBIN.NS,218.117431640625
2015-11-03,SBIN.NS,217.2427520751953
2015-11-04,SBIN.NS,220.0509490966797
2015-11-05,SBIN.NS,215.3553009033203
2015-11-06,SBIN.NS,223.73382568359375
2015-11-09,SBIN.NS,226.58802795410156
2015-11-10,SBIN.NS,222.0764923095703
2015-11-13,SBIN.NS,221.2018280029297
2015-11-16,SBIN.NS,228.61358642578125
2015-11-17,SBIN.NS,228.1992645263672
2015-11-18,SBIN.NS,221.89236450195312
2015-11-19,SBIN.NS,224.5624237060547
2015-11-20,SBIN.NS,223.687744140625
2015-11-23,SBIN.NS,223.45758056640625
2015-11-24,SBIN.NS,222.26065063476562
2015-11-26,SBIN.NS,223.27345275878906
2015-11-27,SBIN.NS,229.90257263183594
2015-11-30,SBIN.NS,228.9358367919922
2015-12-01,SBIN.NS,230.36294555664062
2015-12-02,SBIN.NS,225.2069549560547
2015-12-03,SBIN.NS,221.98443603515625
2015-12-04,SBIN.NS,221.98443603515625
2015-12-07,SBIN.NS,219.72866821289062
2015-12-08,SBIN.NS,217.2427520751953
2015-12-09,SBIN.NS,215.81564331054688
2015-12-10,SBIN.NS,213.5598907470703
2015-12-11,SBIN.NS,209.278564453125
