Date,Stock,Close
,,NTPC.NS
2015-01-01,NTPC.NS,77.33782958984375
2015-01-02,NTPC.NS,78.3965072631836
2015-01-05,NTPC.NS,78.17933654785156
2015-01-06,NTPC.NS,75.57334899902344
2015-01-07,NTPC.NS,77.3921127319336
2015-01-08,NTPC.NS,78.69509887695312
2015-01-09,NTPC.NS,76.14342498779297
2015-01-12,NTPC.NS,76.00767517089844
2015-01-13,NTPC.NS,75.4376220703125
2015-01-14,NTPC.NS,74.78612518310547
2015-01-15,NTPC.NS,75.57334899902344
2015-01-16,NTPC.NS,76.224853515625
2015-01-19,NTPC.NS,76.95777893066406
2015-01-20,NTPC.NS,77.55499267578125
2015-01-21,NTPC.NS,77.90787506103516
2015-01-22,NTPC.NS,76.11625671386719
2015-01-23,NTPC.NS,77.03922271728516
2015-01-27,NTPC.NS,77.71785736083984
2015-01-28,NTPC.NS,77.55499267578125
2015-01-29,NTPC.NS,77.01210021972656
2015-01-30,NTPC.NS,77.98931121826172
2015-02-02,NTPC.NS,77.12065887451172
2015-02-03,NTPC.NS,78.17933654785156
2015-02-04,NTPC.NS,77.9337387084961
2015-02-05,NTPC.NS,76.48751068115234
2015-02-06,NTPC.NS,76.40562438964844
2015-02-09,NTPC.NS,75.75072479248047
2015-02-10,NTPC.NS,74.8502197265625
2015-02-11,NTPC.NS,76.48751068115234
2015-02-12,NTPC.NS,77.55172729492188
2015-02-13,NTPC.NS,78.17933654785156
2015-02-16,NTPC.NS,78.5886459350586
2015-02-18,NTPC.NS,79.70745086669922
2015-02-19,NTPC.NS,80.03489685058594
2015-02-20,NTPC.NS,79.48912811279297
2015-02-23,NTPC.NS,79.70745086669922
2015-02-24,NTPC.NS,80.00759887695312
2015-02-25,NTPC.NS,79.70745086669922
2015-02-26,NTPC.NS,83.69145202636719
2015-02-27,NTPC.NS,86.47480010986328
2015-03-02,NTPC.NS,87.04785919189453
2015-03-03,NTPC.NS,86.61123657226562
2015-03-04,NTPC.NS,85.95634460449219
2015-03-05,NTPC.NS,86.31108856201172
2015-03-09,NTPC.NS,82.84554290771484
2015-03-10,NTPC.NS,81.83589172363281
2015-03-11,NTPC.NS,83.90975952148438
2015-03-12,NTPC.NS,87.156982421875
2015-03-13,NTPC.NS,87.02056121826172
2015-03-16,NTPC.NS,85.05582427978516
2015-03-17,NTPC.NS,86.14734649658203
2015-03-18,NTPC.NS,83.30941772460938
2015-03-19,NTPC.NS,84.45550537109375
2015-03-20,NTPC.NS,79.40728759765625
2015-03-23,NTPC.NS,81.9450454711914
2015-03-24,NTPC.NS,83.33673095703125
2015-03-25,NTPC.NS,80.41693115234375
2015-03-26,NTPC.NS,78.5886459350586
2015-03-27,NTPC.NS,79.46186065673828
2015-03-30,NTPC.NS,80.55335998535156
2015-03-31,NTPC.NS,80.14405822753906
2015-04-01,NTPC.NS,80.6352310180664
2015-04-06,NTPC.NS,83.0092544555664
2015-04-07,NTPC.NS,85.30142211914062
2015-04-08,NTPC.NS,85.19226837158203
2015-04-09,NTPC.NS,85.87445831298828
2015-04-10,NTPC.NS,84.94670104980469
2015-04-13,NTPC.NS,85.84718322753906
2015-04-15,NTPC.NS,84.2372055053711
2015-04-16,NTPC.NS,85.19226837158203
2015-04-17,NTPC.NS,86.22923278808594
2015-04-20,NTPC.NS,84.26449584960938
2015-04-21,NTPC.NS,82.5999526977539
2015-04-22,NTPC.NS,83.33673095703125
2015-04-23,NTPC.NS,81.5903091430664
2015-04-24,NTPC.NS,81.75402069091797
2015-04-27,NTPC.NS,80.90809631347656
2015-04-28,NTPC.NS,82.5726547241211
2015-04-29,NTPC.NS,82.73637390136719
2015-04-30,NTPC.NS,82.02690887451172
2015-05-04,NTPC.NS,83.14569854736328
2015-05-05,NTPC.NS,82.13604736328125
2015-05-06,NTPC.NS,78.9161148071289
2015-05-07,NTPC.NS,77.77001190185547
2015-05-08,NTPC.NS,77.49713134765625
2015-05-11,NTPC.NS,79.10711669921875
2015-05-12,NTPC.NS,77.30611419677734
2015-05-13,NTPC.NS,75.53241729736328
2015-05-14,NTPC.NS,75.88716888427734
2015-05-15,NTPC.NS,74.27718353271484
2015-05-18,NTPC.NS,74.30448913574219
2015-05-19,NTPC.NS,74.27718353271484
2015-05-20,NTPC.NS,74.30448913574219
2015-05-21,NTPC.NS,73.64958190917969
2015-05-22,NTPC.NS,73.86787414550781
2015-05-25,NTPC.NS,73.26753997802734
2015-05-26,NTPC.NS,72.31248474121094
2015-05-27,NTPC.NS,73.26753997802734
2015-05-28,NTPC.NS,73.48584747314453
2015-05-29,NTPC.NS,74.52276611328125
2015-06-01,NTPC.NS,75.61428833007812
2015-06-02,NTPC.NS,75.28682708740234
2015-06-03,NTPC.NS,75.5597152709961
2015-06-04,NTPC.NS,74.71380615234375
2015-06-05,NTPC.NS,76.43292999267578
2015-06-08,NTPC.NS,75.5597152709961
2015-06-09,NTPC.NS,75.85989379882812
2015-06-10,NTPC.NS,76.40562438964844
2015-06-11,NTPC.NS,74.52276611328125
2015-06-12,NTPC.NS,74.4955062866211
2015-06-15,NTPC.NS,74.14073944091797
2015-06-16,NTPC.NS,75.12311553955078
2015-06-17,NTPC.NS,74.76834869384766
2015-06-18,NTPC.NS,74.55005645751953
2015-06-19,NTPC.NS,74.24988555908203
2015-06-22,NTPC.NS,74.76834869384766
2015-06-23,NTPC.NS,75.99630737304688
2015-06-24,NTPC.NS,74.65921020507812
2015-06-25,NTPC.NS,74.00431823730469
2015-06-26,NTPC.NS,75.15039825439453
2015-06-29,NTPC.NS,75.66885375976562
2015-06-30,NTPC.NS,75.12311553955078
2015-07-01,NTPC.NS,75.47784423828125
2015-07-02,NTPC.NS,75.12311553955078
2015-07-03,NTPC.NS,75.77800750732422
2015-07-06,NTPC.NS,75.31412506103516
2015-07-07,NTPC.NS,73.37667846679688
2015-07-08,NTPC.NS,72.58535766601562
2015-07-09,NTPC.NS,71.54841613769531
2015-07-10,NTPC.NS,70.86621856689453
2015-07-13,NTPC.NS,72.63993072509766
2015-07-14,NTPC.NS,72.63993072509766
2015-07-15,NTPC.NS,72.6672134399414
2015-07-16,NTPC.NS,73.51312255859375
2015-07-17,NTPC.NS,73.97704315185547
2015-07-20,NTPC.NS,74.05889892578125
2015-07-21,NTPC.NS,74.00431823730469
2015-07-22,NTPC.NS,75.06853485107422
2015-07-23,NTPC.NS,75.505126953125
2015-07-24,NTPC.NS,75.31412506103516
2015-07-27,NTPC.NS,73.24026489257812
2015-07-28,NTPC.NS,74.795654296875
2015-07-29,NTPC.NS,73.94972229003906
2015-07-30,NTPC.NS,74.14073944091797
