Date,Stock,Close
,,AXISBANK.NS
2015-01-01,AXISBANK.NS,486.8747863769531
2015-01-02,AXISBANK.NS,497.7630310058594
2015-01-05,AXISBANK.NS,500.9084777832031
2015-01-06,AXISBANK.NS,483.0033874511719
2015-01-07,AXISBANK.NS,482.61627197265625
2015-01-08,AXISBANK.NS,485.8101806640625
2015-01-09,AXISBANK.NS,479.03521728515625
2015-01-12,AXISBANK.NS,485.4229736328125
2015-01-13,AXISBANK.NS,488.27813720703125
2015-01-14,AXISBANK.NS,483.5356750488281
2015-01-15,AXISBANK.NS,497.52105712890625
2015-01-16,AXISBANK.NS,498.2469482421875
2015-01-19,AXISBANK.NS,511.9419860839844
2015-01-20,AXISBANK.NS,533.6701049804688
2015-01-21,AXISBANK.NS,529.653564453125
2015-01-22,AXISBANK.NS,546.5908813476562
2015-01-23,AXISBANK.NS,546.9779663085938
2015-01-27,AXISBANK.NS,573.0614013671875
2015-01-28,AXISBANK.NS,571.609619140625
2015-01-29,AXISBANK.NS,580.2235107421875
2015-01-30,AXISBANK.NS,569.1900024414062
2015-02-02,AXISBANK.NS,597.4511108398438
2015-02-03,AXISBANK.NS,567.73828125
2015-02-04,AXISBANK.NS,540.6385498046875
2015-02-05,AXISBANK.NS,547.7039794921875
2015-02-06,AXISBANK.NS,545.0422973632812
2015-02-09,AXISBANK.NS,535.7993774414062
2015-02-10,AXISBANK.NS,536.2832641601562
2015-02-11,AXISBANK.NS,550.9461669921875
2015-02-12,AXISBANK.NS,560.1406860351562
2015-02-13,AXISBANK.NS,562.4150390625
2015-02-16,AXISBANK.NS,551.96240234375
2015-02-18,AXISBANK.NS,551.1881713867188
2015-02-19,AXISBANK.NS,547.0748291015625
2015-02-20,AXISBANK.NS,543.4453125
2015-02-23,AXISBANK.NS,531.3956298828125
2015-02-24,AXISBANK.NS,534.05712890625
2015-02-25,AXISBANK.NS,535.2186279296875
2015-02-26,AXISBANK.NS,534.5411376953125
2015-02-27,AXISBANK.NS,548.9136962890625
2015-03-02,AXISBANK.NS,626.7285766601562
2015-03-03,AXISBANK.NS,611.0977172851562
2015-03-04,AXISBANK.NS,593.0475463867188
2015-03-05,AXISBANK.NS,596.96728515625
2015-03-09,AXISBANK.NS,572.5775756835938
2015-03-10,AXISBANK.NS,566.6251831054688
2015-03-11,AXISBANK.NS,565.07666015625
2015-03-12,AXISBANK.NS,565.3186645507812
2015-03-13,AXISBANK.NS,551.6720581054688
2015-03-16,AXISBANK.NS,550.3169555664062
2015-03-17,AXISBANK.NS,561.447265625
2015-03-18,AXISBANK.NS,562.5602416992188
2015-03-19,AXISBANK.NS,545.4295043945312
2015-03-20,AXISBANK.NS,538.3641967773438
2015-03-23,AXISBANK.NS,537.347900390625
2015-03-24,AXISBANK.NS,540.1062622070312
2015-03-25,AXISBANK.NS,544.1229248046875
2015-03-26,AXISBANK.NS,526.7984619140625
2015-03-27,AXISBANK.NS,528.8309326171875
2015-03-30,AXISBANK.NS,545.4295043945312
2015-03-31,AXISBANK.NS,542.1871337890625
2015-04-01,AXISBANK.NS,551.3333129882812
2015-04-06,AXISBANK.NS,550.7526245117188
2015-04-07,AXISBANK.NS,539.9127197265625
2015-04-08,AXISBANK.NS,538.025390625
2015-04-09,AXISBANK.NS,553.7529296875
2015-04-10,AXISBANK.NS,549.7847290039062
2015-04-13,AXISBANK.NS,547.8005981445312
2015-04-15,AXISBANK.NS,532.5087280273438
2015-04-16,AXISBANK.NS,533.0894165039062
2015-04-17,AXISBANK.NS,516.539306640625
2015-04-20,AXISBANK.NS,501.5860290527344
2015-04-21,AXISBANK.NS,506.3768615722656
2015-04-22,AXISBANK.NS,522.7333984375
2015-04-23,AXISBANK.NS,520.89453125
2015-04-24,AXISBANK.NS,510.2967224121094
2015-04-27,AXISBANK.NS,507.3447570800781
2015-04-28,AXISBANK.NS,517.79736328125
2015-04-29,AXISBANK.NS,534.2025146484375
2015-04-30,AXISBANK.NS,549.5427856445312
2015-05-04,AXISBANK.NS,550.0750122070312
